title,organiser,blurb,description,guid,activity_or_event,url,is_free,price_display_teaser,price_display,price,min_price,max_price,age_group_display,min_age,max_age,datetime_display_teaser,datetime_display,start_datetime,end_datetime,venue_name,label_tag,Keyword_tag,full_address,categories,images,id,longitude,latitude,district,area,checked,source_file
Bird Paradise - Egg Splash,Playpoint Asia,,"Bird Paradise is a wildlife park in Singapore. It is home to 3,500 birds from over 400 species. The park features a variety of exhibits, including a waterfall aviary, a penguin coast, and a rainforest walk. Visitors can also enjoy bird shows and feeding sessions. Egg Splash is a water park located in Bird Paradise.",https://playpoint.asia/projects/hospitality/?filter-country=singapore,event,https://playpoint.asia/projects/hospitality/?filter-country=singapore,True,Free ,Free (Bird Paradise admission required),0.0,0.0,0.0,12 years old and below,0.0,0.0,Available daily,"Available daily, 9:30am – 5:30pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Bird Paradise,Water play,"water, fountain, park, wet, slide, mandai, zoo","20 Mandai Lake Rd, Singapore 729825",Attraction; Outdoor Playground,"[{""url"": ""https://playpoint.asia/wp-content/uploads/Mandai_EggSplash_Feat_01.jpg"", ""original_url"": ""https://playpoint.asia/wp-content/uploads/Mandai_EggSplash_Feat_01.jpg"", ""filename"": ""335_Bird_Paradise_1.jpg"", ""local_path"": ""events_output/outdoor_add/images/335_Bird_Paradise_1.jpg"", ""source_credit"": ""Playpoint Asia""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/bird-paradise-egg-splash/"", ""filename"": ""Bird_Paradise___Egg_Splash_2.jpg"", ""local_path"": ""events_output/outdoor_add/images/Bird_Paradise___Egg_Splash_2.jpg"", ""source_credit"": ""playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/bird-paradise-egg-splash/"", ""filename"": ""Bird_Paradise___Egg_Splash_3.jpg"", ""local_path"": ""events_output/outdoor_add/images/Bird_Paradise___Egg_Splash_3.jpg"", ""source_credit"": ""playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/bird-paradise-egg-splash/"", ""filename"": ""Bird_Paradise___Egg_Splash_4.jpg"", ""local_path"": ""events_output/outdoor_add/images/Bird_Paradise___Egg_Splash_4.jpg"", ""source_credit"": ""playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/bird-paradise-egg-splash/"", ""filename"": ""Bird_Paradise___Egg_Splash_5.jpg"", ""local_path"": ""events_output/outdoor_add/images/Bird_Paradise___Egg_Splash_5.jpg"", ""source_credit"": ""playpoint""}]",335.0,103.7812684,1.4071539,Central Water Catchment,North Region,True,play_hospitality.json
Bird Paradise - Treetop Play,Playpoint,Bird Paradise - Treetop Play for families.,"Bird Paradise Treetop Play offers an immersive experience for families and children. This play area is designed to blend seamlessly with the natural surroundings of Bird Paradise, providing a unique and engaging environment. Kids can explore various play structures, climb, and discover the wonders of nature while parents can relax and enjoy the scenic views. The Treetop Play area aims to promote active play and learning about the environment in a fun and interactive way. It is designed to be family-friendly, ensuring that children of different ages can find something to enjoy. The play area includes elements that encourage physical activity, creativity, and exploration, making it a perfect destination for a family outing. The Treetop Play area is designed to be safe and accessible for children of different ages and abilities.",https://playpoint.asia/projects/hospitality/?filter-country=singapore,activity,https://playpoint.asia/projects/hospitality/?filter-country=singapore,True,Free ,Free (admission to Bird Paradise required),0.0,0.0,0.0,12 years old and below,0.0,12.0,Available daily,"Available daily, 9am – 6pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Bird Paradise,," nature, climb, rope, trampoline, exciting, hammock","20 Mandai Lake Rd, Singapore 729825",Outdoor Playground; Attraction,"[{""url"": ""https://playpoint.asia/wp-content/uploads/Mandai_Treetop_Feat_01.jpg"", ""original_url"": ""https://playpoint.asia/wp-content/uploads/Mandai_Treetop_Feat_01.jpg"", ""filename"": ""336_Bird_Paradise_1.jpg"", ""local_path"": ""events_output/outdoor_add/images/336_Bird_Paradise_1.jpg"", ""source_credit"": ""Playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/bird-paradise-treetop-play/"", ""filename"": ""Bird_Paradise___Treetop_Play_2.jpg"", ""local_path"": ""events_output/outdoor_add/images/Bird_Paradise___Treetop_Play_2.jpg"", ""source_credit"": ""playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/bird-paradise-treetop-play/"", ""filename"": ""Bird_Paradise___Treetop_Play_3.jpg"", ""local_path"": ""events_output/outdoor_add/images/Bird_Paradise___Treetop_Play_3.jpg"", ""source_credit"": ""playpoint""}, {""url"": """", ""original_url"": """", ""filename"": ""Bird_Paradise___Treetop_Play_4.jpg"", ""local_path"": ""events_output/outdoor_add/images/Bird_Paradise___Treetop_Play_4.jpg"", ""source_credit"": ""User Upload""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/bird-paradise-treetop-play/"", ""filename"": ""Bird_Paradise___Treetop_Play_5.jpg"", ""local_path"": ""events_output/outdoor_add/images/Bird_Paradise___Treetop_Play_5.jpg"", ""source_credit"": ""playpoint""}]",336.0,103.7812684,1.4071539,Central Water Catchment,North Region,True,play_hospitality.json
Surbana Jurong Campus,Playpoint,Explore the vibrant Surbana Jurong Campus.,"Surbana Jurong Campus offers a dynamic environment with various amenities and green spaces designed for collaboration and relaxation. The campus features modern architecture, recreational facilities, and landscaped gardens, providing a stimulating atmosphere for employees and visitors alike. It's a great place to explore and enjoy a mix of work and leisure. The campus includes open spaces, cafes, and areas for social interaction, making it a family-friendly environment to visit and explore. The campus is designed to promote well-being and creativity, with plenty of areas for children to play and families to spend time together. The facilities are accessible and cater to a diverse range of interests, ensuring a pleasant experience for everyone.",https://playpoint.asia/projects/hospitality/?filter-country=singapore,activity,https://playpoint.asia/projects/hospitality/?filter-country=singapore,True,Free,Free,0.0,0.0,0.0,12 years old and below,0.0,12.0,Available daily,Available daily,1970-01-01T00:00:00,2099-12-31T23:59:00,Surbana Jurong Campus,,"garden, dragon, climb","38 Cleantech Loop, #01-31, Singapore 636741",Outdoor Playground,"[{""url"": ""https://playpoint.asia/wp-content/uploads/SJ_Feat_01.jpg"", ""original_url"": ""https://playpoint.asia/wp-content/uploads/SJ_Feat_01.jpg"", ""filename"": ""337_Surbana_Jurong_Campus_1.jpg"", ""local_path"": ""events_output/outdoor_add/images/337_Surbana_Jurong_Campus_1.jpg"", ""source_credit"": ""Playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/surbana-jurong-campus/"", ""filename"": ""Surbana_Jurong_Campus_2.jpg"", ""local_path"": ""events_output/outdoor_add/images/Surbana_Jurong_Campus_2.jpg"", ""source_credit"": ""playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/surbana-jurong-campus/"", ""filename"": ""Surbana_Jurong_Campus_3.jpg"", ""local_path"": ""events_output/outdoor_add/images/Surbana_Jurong_Campus_3.jpg"", ""source_credit"": ""playpoint""}]",337.0,103.6914425,1.3530989,Western Water Catchment,West Region,True,play_hospitality.json
Changi Terminal 1 Transit Lounge Playground,Playpoint,A fun playground in Changi Airport Terminal 1.,"Located in the transit lounge of Changi Airport Terminal 1, this playground offers a fun and engaging space for children to play while waiting for their flights. It features various play structures designed to entertain kids of different ages, ensuring they have an enjoyable experience before their journey. The playground provides a safe and stimulating environment where children can burn off energy and have fun. Parents can relax knowing their children are in a secure and well-maintained play area. This facility enhances the overall travel experience for families passing through Changi Airport.",https://playpoint.asia/projects/hospitality/?filter-country=singapore,activity,https://playpoint.asia/projects/hospitality/?filter-country=singapore,True,Free,Free,0.0,0.0,0.0,5 years old and below,0.0,5.0,Available daily,Available daily,1970-01-01T00:00:00,2099-12-31T23:59:00,Changi Airport Terminal 1,,"Airport, board, wall, toddler",Terminal 1,Mall related; Attraction,"[{""url"": ""https://playpoint.asia/wp-content/uploads/ChangiT1_2.jpg"", ""original_url"": ""https://playpoint.asia/wp-content/uploads/ChangiT1_2.jpg"", ""filename"": ""338_Changi_Airport_Terminal_1_1.jpg"", ""local_path"": ""events_output/outdoor_add/images/338_Changi_Airport_Terminal_1_1.jpg"", ""source_credit"": ""Playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/changi-terminal-1/"", ""filename"": ""Changi_Terminal_1_Transit_Lounge_Playground_2.jpg"", ""local_path"": ""events_output/outdoor_add/images/Changi_Terminal_1_Transit_Lounge_Playground_2.jpg"", ""source_credit"": ""playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/changi-terminal-1/"", ""filename"": ""Changi_Terminal_1_Transit_Lounge_Playground_3.jpg"", ""local_path"": ""events_output/outdoor_add/images/Changi_Terminal_1_Transit_Lounge_Playground_3.jpg"", ""source_credit"": ""playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/changi-terminal-1/"", ""filename"": ""Changi_Terminal_1_Transit_Lounge_Playground_4.jpg"", ""local_path"": ""events_output/outdoor_add/images/Changi_Terminal_1_Transit_Lounge_Playground_4.jpg"", ""source_credit"": ""playpoint""}]",338.0,103.9903272,1.3618583,Changi,East Region,True,play_hospitality.json
Changi Airport - T2 Transit,Playpoint,Play area at Changi Airport Terminal 2 Transit.,"The Changi Airport - T2 Transit features a play area designed for children to enjoy before or after their flights. This area provides a safe and engaging environment for kids to burn off energy with various play structures and interactive elements. It is an ideal spot for families looking to entertain their children while traveling. The play area includes soft play equipment, climbing structures, and interactive games suitable for toddlers and older children. Parents can relax knowing their kids are in a secure and fun environment. This transit play area ensures a pleasant travel experience for families.",https://playpoint.asia/projects/hospitality/?filter-country=singapore,activity,https://playpoint.asia/projects/hospitality/?filter-country=singapore,True,Free,Free,0.0,0.0,0.0,6 to 12 years old,6.0,12.0,Available daily,Available daily,1970-01-01T00:00:00,2099-12-31T23:59:00,Changi Airport Terminal 2,,"Airport, transit, bear, slide, balance",Changi Airport Terminal 2,Attraction; Mall related,"[{""url"": ""https://playpoint.asia/wp-content/uploads/Changi-T2-Transit_Feat_01-1.jpg"", ""original_url"": ""https://playpoint.asia/wp-content/uploads/Changi-T2-Transit_Feat_01-1.jpg"", ""filename"": ""339_Changi_Airport_T2_1.jpg"", ""local_path"": ""events_output/outdoor_add/images/339_Changi_Airport_T2_1.jpg"", ""source_credit"": ""Playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/changi-airport-t2-transit/"", ""filename"": ""Changi_Airport___T2_Transit_2.jpg"", ""local_path"": ""events_output/outdoor_add/images/Changi_Airport___T2_Transit_2.jpg"", ""source_credit"": ""playpoint""}]",339.0,103.9891719,1.3553534,Changi,East Region,True,play_hospitality.json
The Quad at American Club,Playpoint Asia,Venue at American Club.,"The Quad at American Club is a recreational space designed for families and members of the American Club. It likely features various amenities and activities suitable for different age groups, providing a venue for social gatherings, sports, and relaxation. It offers a family-friendly environment with facilities for both adults and children, promoting community engagement and active lifestyles. The space may include play areas, sports courts, and dining options, catering to diverse interests and needs. It serves as a hub for club members to connect and enjoy leisure activities together.",https://playpoint.asia/projects/hospitality/?filter-country=singapore,activity,https://playpoint.asia/projects/hospitality/?filter-country=singapore,True,Free,Free (members only),0.0,0.0,0.0,12 years old and below,0.0,12.0,Available daily,"Available daily, 12pm - 10pm",1970-01-01T00:00:00,2099-12-31T23:59:00,American Club,,"members, slide","10 Claymore Hl, Singapore 229573",Indoor Playground,"[{""url"": ""https://playpoint.asia/wp-content/uploads/TheQuad_Feat_01.jpg"", ""original_url"": ""https://playpoint.asia/wp-content/uploads/TheQuad_Feat_01.jpg"", ""filename"": ""340_American_Club_1.jpg"", ""local_path"": ""events_output/outdoor_add/images/340_American_Club_1.jpg"", ""source_credit"": ""Playpoint Asia""}]",340.0,103.83220039999999,1.3084609,Newton,Central Region,True,play_hospitality.json
Splash at Shangri-La,Playpoint,Play venue at Shangri-La,"Make a splash at Splash @ Shangri-La Singapore, the ultimate water play paradise for families. Spanning over 1,300 square metres, this vibrant water playground is packed with fun for kids of all ages — and relaxation for parents too. The centrepiece is a whimsical pirate ship complete with slides, water cannons, and tipping buckets that send waves of excitement across the play zone. Around it, little adventurers can race down slides, weave through water jets, and float lazily along the mini river, while toddlers enjoy gentle wading pools designed with safety and exploration in mind. Every detail, from the soft flooring to the shaded rest zones, ensures that playtime is as safe as it is exciting. Surrounded by lush tropical greenery, Splash feels like a private resort adventure right in the city — where parents can unwind on sun loungers while keeping an eye on their young explorers. Families can also pair their water play with access to buds by Shangri-La, the hotel’s indoor play haven, for a full day of excitement and creativity. With its thoughtfully designed play areas, friendly lifeguards, and welcoming atmosphere, Splash @ Shangri-La transforms ordinary weekends into unforgettable family memories. Whether you’re staying at the hotel or visiting for a day pass, this urban oasis promises laughter, bonding, and the kind of fun that keeps kids happily splashing for hours.",https://playpoint.asia/projects/hospitality/?filter-country=singapore,activity,https://playpoint.asia/projects/hospitality/?filter-country=singapore,True,Free,Free 1 playtime session per night of stay,0.0,0.0,0.0,12 years old and below,0.0,12.0,Available daily,"Available daily, 9am – 1.30pm & 2pm – 6.30pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Shangri-La,Water play,"hotel, water, wet, pirate, stream, bucket, slide, fountain, spray","22 Orange Grove Rd, Singapore 258350",Outdoor Playground,"[{""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/buds-by-shangri-la/"", ""filename"": ""Splash_at_Shangri_La_1.jpg"", ""local_path"": ""events_output/outdoor_add/images/user_uploads/Splash_at_Shangri_La_1.jpg"", ""source_credit"": ""playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/buds-by-shangri-la/"", ""filename"": ""Splash_at_Shangri_La_2.jpg"", ""local_path"": ""events_output/outdoor_add/images/user_uploads/Splash_at_Shangri_La_2.jpg"", ""source_credit"": ""playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/buds-by-shangri-la/"", ""filename"": ""Splash_at_Shangri_La_3.jpg"", ""local_path"": ""events_output/outdoor_add/images/user_uploads/Splash_at_Shangri_La_3.jpg"", ""source_credit"": ""playpoint""}]",343.0,103.8264894,1.310965,Tanglin,Central Region,True,play_hospitality.json
The Chandelier Net Playground,Playpoint,Net playground for climbing and interactive play.,The Chandelier Net Playground offers a unique climbing experience for children. This innovative play structure features interconnected net systems that allow kids to explore and challenge themselves physically. The playground encourages interactive play and helps develop coordination and motor skills in a safe and engaging environment. It's designed to provide hours of fun and active entertainment for families.,https://playpoint.asia/projects/hospitality/?filter-country=singapore,activity,https://playpoint.asia/projects/hospitality/?filter-country=singapore,True,Free,Free,0.0,10.0,99.0,6 to 12 years old,6.0,12.0,Available daily,Available daily,1970-01-01T00:00:00,2099-12-31T23:59:00,The Chandelier Net Playground,,"Net , climb, airport","Airport Blvd., Terminal 4, Singapore 819665",Outdoor Playground,"[{""url"": ""https://playpoint.asia/wp-content/uploads/T4_038.jpg"", ""original_url"": ""https://playpoint.asia/wp-content/uploads/T4_038.jpg"", ""filename"": ""344_Changi_Airport_1.jpg"", ""local_path"": ""events_output/outdoor_add/images/344_Changi_Airport_1.jpg"", ""source_credit"": ""Playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/the-chandelier-net-playground/"", ""filename"": ""The_Chandelier_Net_Playground_2.jpg"", ""local_path"": ""events_output/outdoor_add/images/The_Chandelier_Net_Playground_2.jpg"", ""source_credit"": ""playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/the-chandelier-net-playground/"", ""filename"": ""The_Chandelier_Net_Playground_3.jpg"", ""local_path"": ""events_output/outdoor_add/images/The_Chandelier_Net_Playground_3.jpg"", ""source_credit"": ""playpoint""}]",344.0,103.9841453,1.3399075,Changi,East Region,True,play_hospitality.json
Fidget Climber at Changi Airport Terminal 3,Playpoint,Playpoint's Fidget Climber at Changi Airport T3.,"The Fidget Climber is an innovative play structure designed to engage children in active play while waiting at the airport. It features a variety of climbing elements, slides, and interactive components that promote physical activity and exploration. The structure is designed with safety in mind, using durable materials and soft padding to ensure a safe play environment for children of all ages. It provides a fun and engaging way for kids to burn off energy and stay entertained while traveling. The climber is suitable for children aged 3 and above, offering a range of challenges to suit different skill levels. Parents can relax knowing their children are in a safe and stimulating environment.",https://playpoint.asia/projects/hospitality/?filter-country=singapore,activity,https://playpoint.asia/projects/hospitality/?filter-country=singapore,True,Free,Free,0.0,0.0,0.0,3 years and above,3.0,99.0,Available daily,Available daily,1970-01-01T00:00:00,2099-12-31T23:59:00,Changi Airport Terminal 3,,"Airport, climb, spinner, slide",Terminal 3,Outdoor Playground; Mall related; Attraction,"[{""url"": ""https://playpoint.asia/wp-content/uploads/T3_042.jpg"", ""original_url"": ""https://playpoint.asia/wp-content/uploads/T3_042.jpg"", ""filename"": ""345_Changi_Airport_Terminal_3_1.jpg"", ""local_path"": ""events_output/outdoor_add/images/345_Changi_Airport_Terminal_3_1.jpg"", ""source_credit"": ""Playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/fidget-climber-at-changi-airport-terminal-3/"", ""filename"": ""Fidget_Climber_at_Changi_Airport_Terminal_3_2.jpg"", ""local_path"": ""events_output/outdoor_add/images/Fidget_Climber_at_Changi_Airport_Terminal_3_2.jpg"", ""source_credit"": ""playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/fidget-climber-at-changi-airport-terminal-3/"", ""filename"": ""Fidget_Climber_at_Changi_Airport_Terminal_3_3.jpg"", ""local_path"": ""events_output/outdoor_add/images/Fidget_Climber_at_Changi_Airport_Terminal_3_3.jpg"", ""source_credit"": ""playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/fidget-climber-at-changi-airport-terminal-3/"", ""filename"": ""Fidget_Climber_at_Changi_Airport_Terminal_3_4.jpg"", ""local_path"": ""events_output/outdoor_add/images/Fidget_Climber_at_Changi_Airport_Terminal_3_4.jpg"", ""source_credit"": ""playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/fidget-climber-at-changi-airport-terminal-3/"", ""filename"": ""Fidget_Climber_at_Changi_Airport_Terminal_3_5.jpg"", ""local_path"": ""events_output/outdoor_add/images/Fidget_Climber_at_Changi_Airport_Terminal_3_5.jpg"", ""source_credit"": ""playpoint""}]",345.0,103.9865064,1.3562695999999999,Changi,East Region,True,play_hospitality.json
Singapore Sports Hub: Splash-n-Turf,Playpoint,"A vibrant hub with sports, entertainment, and recreation.","Singapore Sports Hub is an integrated sports, entertainment and lifestyle hub. It offers a wide range of facilities, including a stadium, aquatic centre, water sports centre, and various recreational areas. Families can enjoy various activities such as swimming, water play, and sports events. The venue is designed to cater to all ages and interests, making it a perfect destination for a family day out. The Sports Hub also hosts numerous events throughout the year, providing entertainment and engagement for the community. It is a great place for kids to engage in physical activities and enjoy the outdoors. The hub also features dining and retail options, ensuring a complete experience for visitors.",https://playpoint.asia/projects/hospitality/?filter-country=singapore,activity,https://playpoint.asia/projects/hospitality/?filter-country=singapore,True,Free,Free,0.0,0.0,0.0,12 years old and below,0.0,12.0,Available daily (except Tue),"Available daily (except Tue), 9am - 8pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Singapore Sports Hub,Water play,"swim, splash, wet, water, park, slide, swing","1 Stadium Dr, #02-01 National Stadium, Singapore 397629",Attraction,"[{""url"": ""https://playpoint.asia/wp-content/uploads/sports-hub-waterplay-feature.jpg"", ""original_url"": ""https://playpoint.asia/wp-content/uploads/sports-hub-waterplay-feature.jpg"", ""filename"": ""347_Singapore_Sports_Hub_1.jpg"", ""local_path"": ""events_output/outdoor_add/images/347_Singapore_Sports_Hub_1.jpg"", ""source_credit"": ""Playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/singapore-sports-hub/"", ""filename"": ""Singapore_Sports_Hub__Splash_n_Turf_2.jpg"", ""local_path"": ""events_output/outdoor_add/images/Singapore_Sports_Hub__Splash_n_Turf_2.jpg"", ""source_credit"": ""playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/singapore-sports-hub/"", ""filename"": ""Singapore_Sports_Hub__Splash_n_Turf_3.jpg"", ""local_path"": ""events_output/outdoor_add/images/Singapore_Sports_Hub__Splash_n_Turf_3.jpg"", ""source_credit"": ""playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/singapore-sports-hub/"", ""filename"": ""Singapore_Sports_Hub__Splash_n_Turf_4.jpg"", ""local_path"": ""events_output/outdoor_add/images/Singapore_Sports_Hub__Splash_n_Turf_4.jpg"", ""source_credit"": ""playpoint""}, {""url"": """", ""original_url"": ""https://playpoint.asia/projects/hospitality/singapore-sports-hub/"", ""filename"": ""Singapore_Sports_Hub__Splash_n_Turf_5.jpg"", ""local_path"": ""events_output/outdoor_add/images/Singapore_Sports_Hub__Splash_n_Turf_5.jpg"", ""source_credit"": ""playpoint""}]",347.0,103.87433209999999,1.3044376,Kallang,Central Region,True,play_hospitality.json
