ID,title,organiser,blurb,description,guid,activity_or_event,url,is_free,price_display_teaser,price_display,price,min_price,max_price,age_group_display,min_age,max_age,datetime_display_teaser,datetime_display,start_datetime,end_datetime,venue_name,resolved address,categories,images,longitude,latitude,checked,area,district,Label tag,Keyword tag
191,Jem Mall Playground and Retail Experience Venue,Playpoint Asia,"Explore Jem, a retail and playground destination.","Jem is a vibrant retail destination that offers a variety of shopping, dining, and entertainment options. It features a wet and dry playground area designed for children, providing a fun and engaging space for families to enjoy. The mall includes a mix of international and local brands, catering to diverse tastes and preferences. Jem also hosts events and activities throughout the year, making it a dynamic and family-friendly destination. With its convenient location and comprehensive offerings, Jem provides a complete lifestyle experience for visitors of all ages. The playground is designed to be safe and stimulating, encouraging active play and social interaction among children.",https://playpoint.asia/projects/malls/?filter-country=singapore,activity,https://playpoint.asia/projects/malls/?filter-country=singapore,TRUE,Free,Free,0,0,,1 to 12 years old,0,12,Available daily,"Available daily, 10am - 10pm",1970-01-01T00:00:00+08:00,2099-12-31T23:59:59+08:00,Jem,"50 Jurong Gateway Rd, level 5, Singapore 608549","Mall related, Outdoor Playground","[{""local_path"": ""events_output/event_14/images/user_uploads/Jem_Mall_Playground_and_Retail_Experience_Venue_1.jpg"", ""filename"": ""Jem_Mall_Playground_and_Retail_Experience_Venue_1.jpg"", ""original_url"": ""https://playpoint.asia/projects/malls/jem/"", ""source_credit"": ""playpoint""}, {""local_path"": ""events_output/event_14/images/user_uploads/Jem_Mall_Playground_and_Retail_Experience_Venue_2.jpg"", ""filename"": ""Jem_Mall_Playground_and_Retail_Experience_Venue_2.jpg"", ""original_url"": ""https://playpoint.asia/projects/malls/jem/"", ""source_credit"": ""playpoint""}, {""local_path"": ""events_output/event_14/images/user_uploads/Jem_Mall_Playground_and_Retail_Experience_Venue_3.jpg"", ""filename"": ""Jem_Mall_Playground_and_Retail_Experience_Venue_3.jpg"", ""original_url"": ""https://playpoint.asia/projects/malls/jem/"", ""source_credit"": ""playpoint""}, {""url"": ""https://playpoint.asia/wp-content/uploads/JEM2_036-copy_feature.jpg"", ""source_credit"": ""Playpoint Asia""}]",103.7437038,1.3330166,TRUE,West Region,Jurong East,Water play,"water, hammock, swing, trampoline"
192,Valley Point Shopping Centre Playground,Valley Point Shopping Centre,Fun and enjoyable environment for children's exercise.,"Our outdoor playground provides a fun and enjoyable environment for children, where play is considered to be one of the most effective forms of exercise. The playground offers a space for kids to engage in physical activity and have fun in a safe and stimulating setting. It is designed to promote healthy development and social interaction among children of various ages. Parents can relax knowing their children are in a secure environment.",https://www.valleypoint.com.sg/home/retail/amenities/,activity,https://www.valleypoint.com.sg/home/retail/amenities/,TRUE,Free,Free,0,0,,1 to 6 years old,0,6,Available daily,"Available daily, 10am - 10pm",1970-01-01T00:00:00+08:00,2099-12-31T23:59:59+08:00,Valley Point Shopping Centre,"491 River Valley Rd, Singapore 248371","Outdoor Playground, Mall related","[{""local_path"": ""events_output/event_10/images/user_uploads/Valley_Point_Shopping_Centre_Playground_1.jpeg"", ""filename"": ""Valley_Point_Shopping_Centre_Playground_1.jpeg"", ""original_url"": """", ""source_credit"": ""User Upload""}]",103.8271408,1.2933441,TRUE,Central Region,Tanglin,,"Toddler, small, slide"
193,Marina Bay Playground,CT-Art Creation,Playgrounds at Marina Bay URA,"Marina Bay Playground provides innovative play areas provide entertainment, social interaction, and fun for families visiting shopping centers across Singapore. With a focus on safety, creativity, and durability, the playgrounds create memorable moments and encourage children to play while parents shop with peace of mind. These playgrounds are designed to be family-friendly and cater to children of various ages.",https://ctart.com.sg/collections/malls,activity,https://ctart.com.sg/collections/malls,TRUE,Free,Free,0,0,,5 to 12 years old,5,12,Available daily,Available daily,1970-01-01T00:00:00+08:00,2099-12-31T23:59:59+08:00,Marina Bay Playground,"11 Marina Blvd, Singapore 018940",Outdoor Playground,"[{""local_path"": ""events_output/event_1/images/user_uploads/CT_Art_Creation_Playgrounds_at_Marina_Bay_URA_1.jpg"", ""filename"": ""CT_Art_Creation_Playgrounds_at_Marina_Bay_URA_1.jpg"", ""original_url"": ""https://ctart.com.sg/collections/malls/products/marina-bay-ura"", ""source_credit"": ""ctart""}, {""local_path"": ""events_output/event_1/images/user_uploads/CT_Art_Creation_Playgrounds_at_Marina_Bay_URA_2.webp"", ""filename"": ""CT_Art_Creation_Playgrounds_at_Marina_Bay_URA_2.webp"", ""original_url"": ""https://ctart.com.sg/collections/malls/products/marina-bay-ura"", ""source_credit"": ""ctart""}, {""local_path"": ""events_output/event_1/images/user_uploads/CT_Art_Creation_Playgrounds_at_Marina_Bay_URA_3.jpg"", ""filename"": ""CT_Art_Creation_Playgrounds_at_Marina_Bay_URA_3.jpg"", ""original_url"": ""https://ctart.com.sg/collections/malls/products/marina-bay-ura"", ""source_credit"": ""ctart""}, {""url"": ""https://ctart.com.sg/cdn/shop/files/project-marina-bay-ura-playground-gallery2.jpg?v=1733389571&width=1200"", ""source_credit"": ""CT-Art Creation""}, {""url"": ""https://ctart.com.sg/cdn/shop/files/project-marina-bay-ura-playground-gallery3.jpg?v=1733813837&width=1200"", ""source_credit"": ""CT-Art Creation""}]",103.8561093,1.2798862,TRUE,Central Region,Downtown Core,,"net, hammock"
194,Shoe House playground at Northpoint City,CT-Art Creation,Playgrounds at Northpoint City,"These innovative play areas provide entertainment, social interaction, and fun for families visiting shopping centers across Singapore. With a focus on safety, creativity, and durability, the playgrounds create memorable moments and encourage children to play while parents shop with peace of mind. These playgrounds are designed to be family-friendly and cater to children of various ages.",https://ctart.com.sg/collections/malls,activity,https://ctart.com.sg/collections/malls,TRUE,Free,Free,0,0,,2 to 12 years old,2,12,Available daily,"Available daily, 10am - 10pm",1970-01-01T00:00:00+08:00,2099-12-31T23:59:59+08:00,Northpoint City,"1 North Point Drive, South Wing, #02-181/182 Northpoint City, Singapore 768019","Mall related, Outdoor Playground","[{""local_path"": ""events_output/event_2/images/user_uploads/Shoe_House_playground_at_Northpoint_City_1.webp"", ""filename"": ""Shoe_House_playground_at_Northpoint_City_1.webp"", ""original_url"": ""https://ctart.com.sg/collections/malls/products/northpoint-city"", ""source_credit"": ""ctart""}, {""local_path"": ""events_output/event_2/images/user_uploads/Shoe_House_playground_at_Northpoint_City_2.webp"", ""filename"": ""Shoe_House_playground_at_Northpoint_City_2.webp"", ""original_url"": ""https://ctart.com.sg/collections/malls/products/northpoint-city"", ""source_credit"": ""ctart""}, {""local_path"": ""events_output/event_2/images/user_uploads/Shoe_House_playground_at_Northpoint_City_3.jpg"", ""filename"": ""Shoe_House_playground_at_Northpoint_City_3.jpg"", ""original_url"": ""https://ctart.com.sg/collections/malls/products/northpoint-city"", ""source_credit"": ""ctart""}]",103.8365725,1.4281844,TRUE,North Region,Yishun,,"slide, trampoline, shoe"
195,Robertson Quay Playground,CT-Art Creation,Playgrounds at Robertson Quay,"These innovative play areas provide entertainment, social interaction, and fun for families visiting shopping centers across Singapore. With a focus on safety, creativity, and durability, the playgrounds create memorable moments and encourage children to play while parents shop with peace of mind. These playgrounds are designed to be family-friendly and cater to children of various ages.",https://ctart.com.sg/collections/malls,activity,https://ctart.com.sg/collections/malls,TRUE,Free,Free,0,0,,2 to 12 years old,2,12,Available daily,Available daily,1970-01-01T00:00:00+08:00,2099-12-31T23:59:59+08:00,Robertson Quay,"3 Nanson Rd, Singapore 238910",Outdoor Playground,"[{""local_path"": ""events_output/event_3/images/user_uploads/Robertson_Quay_Playground_1.jpg"", ""filename"": ""Robertson_Quay_Playground_1.jpg"", ""original_url"": ""https://ctart.com.sg/collections/malls/products/robertson-quay"", ""source_credit"": ""ctart""}, {""local_path"": ""events_output/event_3/images/user_uploads/Robertson_Quay_Playground_2.webp"", ""filename"": ""Robertson_Quay_Playground_2.webp"", ""original_url"": ""https://ctart.com.sg/collections/malls/products/robertson-quay"", ""source_credit"": ""ctart""}, {""local_path"": ""events_output/event_3/images/user_uploads/Robertson_Quay_Playground_3.webp"", ""filename"": ""Robertson_Quay_Playground_3.webp"", ""original_url"": ""https://ctart.com.sg/collections/malls/products/robertson-quay"", ""source_credit"": ""ctart""}, {""local_path"": ""events_output/event_3/images/user_uploads/Robertson_Quay_Playground_4.jpg"", ""filename"": ""Robertson_Quay_Playground_4.jpg"", ""original_url"": ""https://ctart.com.sg/collections/malls/products/robertson-quay"", ""source_credit"": ""ctart""}]",103.8397405,1.2905229,TRUE,Central Region,Singapore River,,"small, toddler, slide"
196,Wet Playground at Northpoint City,Northpoint City,Your family fun starts here at Northpoint City!,"Have a splashing good time at Northpoint City Level 4 (North Wing) as your little ones swoosh down the water slides. Let them soak in fun under our exciting tipping buckets. Do remember to bring along extra sets of clothes and towels for your little ones, or just take the chance to shop for a brand new set in Northpoint!",https://www.northpointcity.com.sg/family,activity,https://www.northpointcity.com.sg/family,TRUE,Free,Free,0,0,,1 to 12 years old,0,12,Available daily (except Mon),"Available daily (except Mon), 10.30am to 9pm",1970-01-01T00:00:00+08:00,2099-12-31T23:59:59+08:00,Northpoint City,"930 Yishun Ave 2, Singapore 769098","Mall related, Outdoor Playground","[{""local_path"": ""events_output/event_1/images/user_uploads/Wet_Playground_at_Northpoint_City_1.jpg"", ""filename"": ""Wet_Playground_at_Northpoint_City_1.jpg"", ""original_url"": ""https://www.northpointcity.com.sg/family"", ""source_credit"": ""northpointcity""}]",103.83591,1.42962,TRUE,North Region,Yishun,Water play,"water, wet"
197,Hip Kids Play Playground at Forum The Shopping Mall,Forum The Shopping Mall,Enjoy boundless fun in our Hip Kids Play playground!,"Hip Kids Play playground offers a fun and safe environment for young children to explore and play. With slides and other engaging features, children can enjoy a new adventure with every visit. The playground is designed for children ages seven and below and below the height of 120cm, ensuring a safe and enjoyable experience for all. Parents can relax knowing their children are in a secure and entertaining environment. Just pop by the Information Counter located on Level 2 during mall hours from 10am to 8pm to sign up!",https://forumtheshoppingmall.com.sg/hip-kids-play/#playground,activity,https://forumtheshoppingmall.com.sg/hip-kids-play/#playground,FALSE,From $5,$5.00 per kid entry,5,5,5,7 years and below,0,7,Available daily,"Available daily, 10am to 8pm",1970-01-01T00:00:00+08:00,2099-12-31T23:59:59+08:00,Forum The Shopping Mall,"Orchard Rd, Singapore 238884","Indoor Playground, Mall related","[{""local_path"": ""events_output/event_1/images/user_uploads/Hip_Kids_Play_Playground_at_Forum_The_Shopping_Mall_1.jpg"", ""filename"": ""Hip_Kids_Play_Playground_at_Forum_The_Shopping_Mall_1.jpg"", ""original_url"": ""https://forumtheshoppingmall.com.sg/hip-kids-play/#playground"", ""source_credit"": ""forumtheshoppingmall""}, {""url"": ""https://forumtheshoppingmall.com.sg/hip-kids-play/images/pic_aboutus.jpg"", ""source_credit"": ""Forum The Shopping Mall""}]",103.8288194,1.3062623,TRUE,Central Region,Orchard,,"Toddler, small, slide, ballpit"
198,The Great Rail Adventure at Great World City Mall,Great World City Mall,Explore the traveling edutainment area for kids!,"All aboard The Great Rail Adventure, located at Level 1 right in front of UNIQLO! Take a fun-filled ride through the mall and give your legs a well-deserved break. It's a choo-ly delightful experience for the whole family.",https://shop.greatworld.com.sg/explore-great-world/family-favourites/,activity,https://shop.greatworld.com.sg/explore-great-world/family-favourites/,FALSE,From $6,$6 per ride,6,6,6,Suitable for all ages,0,99,Available daily,"Weekdays: 12pm to 8pm, Weekends and PH: 11am to 9pm",1970-01-01T00:00:00+08:00,2099-12-31T23:59:59+08:00,Great World City Mall,"1 Kim Seng Promenade, Singapore 237994","Mall related, Indoor Playground","[{""local_path"": ""events_output/event_2/images/user_uploads/The_Great_Rail_Adventure_at_Great_World_City_Mall_1.jpg"", ""filename"": ""The_Great_Rail_Adventure_at_Great_World_City_Mall_1.jpg"", ""original_url"": ""https://shop.greatworld.com.sg/explore-great-world/family-favourites/"", ""source_credit"": ""greatworld""}]",103.8319293,1.2936417,TRUE,Central Region,Singapore River,,train
199,ZOOMOOV Safari Family Entertainment at Vivocity,ZOOMOOV,Electrifying safari-themed adventure with electronic rides!,"Experience the ultimate family entertainment with ZOOMOOV Safari! Immerse yourselves in an electrifying safari-themed adventure with our exciting electronic rides. From parents to kids, everyone is sure to have a wild time! This safari-themed adventure is perfect for families looking for a fun and engaging activity. The electronic rides are designed to be safe and enjoyable for children of all ages, while parents can relax and watch their kids have a blast. It's a great way to spend quality time together and create lasting memories. The venue is family-friendly and suitable for all ages.",https://www.vivocity.com.sg/kidsclub/?play,activity,https://www.vivocity.com.sg/kidsclub/?play,FALSE,From $5,$5 per ride,5,5,5,Suitable for all ages,0,99,Available daily,"Weekdays: 11am - 9pm, Weekends/PH: 10am - 9pm",1970-01-01T00:00:00+08:00,2099-12-31T23:59:59+08:00,ZOOMOOV Safari Vivocity,"1 HarbourFront Walk, level 2 outdoor, Singapore 098585","Mall related, Indoor Playground","[{""local_path"": ""events_output/event_1/images/user_uploads/ZOOMOOV_Safari_Family_Entertainment_at_Vivocity_1.jpg"", ""filename"": ""ZOOMOOV_Safari_Family_Entertainment_at_Vivocity_1.jpg"", ""original_url"": """", ""source_credit"": ""User Upload""}]",103.822894,1.2647884,TRUE,Central Region,Bukit Merah,,ride
200,Paragon Playground & Kiddy Rides on Level 5,Paragon,Fun for children at our playground and kiddy rides!,"Let the children have some fun at our playground and kiddy rides on Level 5 while you take a break from shopping. The playground offers a safe and engaging environment for kids to play and explore. Kiddy rides provide entertainment for younger children. It's a perfect spot for families to relax and enjoy their time at Paragon. The area is designed to be family-friendly, ensuring a pleasant experience for both parents and children. Enjoy a variety of rides and play structures suitable for different age groups.",https://paragon.com.sg/paragon-junior/,activity,https://paragon.com.sg/paragon-junior/,TRUE,Free,Free,0,0,,1 to 12 years old,0,12,Available daily,"Available daily, 10:00am to 10:00pm",1970-01-01T00:00:00+08:00,2099-12-31T23:59:59+08:00,Paragon Shopping Centre Level 5,"290 Orchard Rd, Singapore 238859","Mall related, Indoor Playground","[{""local_path"": ""events_output/event_1/images/user_uploads/Paragon_Playground___Kiddy_Rides_on_Level_5_1.jpg"", ""filename"": ""Paragon_Playground___Kiddy_Rides_on_Level_5_1.jpg"", ""original_url"": ""https://paragon.com.sg/paragon-junior/"", ""source_credit"": ""paragon""}]",103.8360565,1.3039633,TRUE,Central Region,Orchard,,"toddler, see-saw, slide"
201,Westgate Wonderland,CapitaLand,An outdoor playground at Westgate for kids.,"Westgate Wonderland is an outdoor playground located on Level 4 of Westgate mall. It features a variety of play equipment suitable for children of different ages, including a giant tree house with slides, climbing structures, and water play areas. The playground is designed to provide a fun and engaging environment for kids to explore and play. It is a great place for families to spend time together and enjoy the outdoors. The playground is open daily and is free for all to use. Parents can relax and watch their children play in a safe and secure environment. Westgate Wonderland is a popular destination for families with young children in the Jurong East area.",https://www.capitaland.com/sg/malls/westgate/en/stores/westgate-wonderland.html,activity,https://www.capitaland.com/sg/malls/westgate/en/stores/westgate-wonderland.html,TRUE,Free,Free,0,0,,1 to 12 years old,0,12,Available daily,"Available daily, 10am to 10pm",1970-01-01T00:00:00+08:00,2099-12-31T23:59:59+08:00,Westgate,"3 Gateway Dr, Level 4 Westgate, Singapore 608532","Outdoor Playground, Mall related","[{""url"": ""https://www.capitaland.com/sg/malls/westgate/en/stores/westgate-wonderland/_jcr_content/root/container/container/entitydetails.coreimg.png/content/dam/capitaland-sites/singapore/shop/malls/westgate/tenants/Westgate%20Wonderland_900x900px.png"", ""source_credit"": ""CapitaLand""}]",103.7427835,1.3343784,TRUE,West Region,Jurong East,,"slide, rooftop"
202,Digital Light Canvas,teamLab,Journey into a fantastical paradise of light & color,"Immerse yourself in an endlessly interactive dreamscape where exotic flowers magically bloom under each footstep, giant koi fish glide alongside, and all manner of animal life come out to play. Let your imagination soar as you easily create your own masterpiece and even take it home with you. Digital Light Canvas is presented in collaboration with teamLab, the international art collective behind teamLab Future World. This attraction is perfect for families and children of all ages who enjoy interactive art experiences.",https://www.marinabaysands.com/attractions/digital-light-canvas.html?gclsrc=aw.ds&gad_source=1&gad_campaignid=9512250392&gbraid=0AAAAADFjxDp28yIf6W5V3z2Lvgey1Y-Sc&gclid=CjwKCAjwq9rFBhAIEiwAGVAZP6IeVw-P4w8JMkUzh3GZQBMARYw3rfNWadqgMpPYUBZlQUMNEf6CghoCWhEQAvD_BwE,activity,https://www.marinabaysands.com/attractions/digital-light-canvas.html?gclsrc=aw.ds&gad_source=1&gad_campaignid=9512250392&gbraid=0AAAAADFjxDp28yIf6W5V3z2Lvgey1Y-Sc&gclid=CjwKCAjwq9rFBhAIEiwAGVAZP6IeVw-P4w8JMkUzh3GZQBMARYw3rfNWadqgMpPYUBZlQUMNEf6CghoCWhEQAvD_BwE,TRUE,Free + Paid options,$12 - $17 (Free for child under 2years old),12,12,17,Suitable for all ages,0,99,Available daily,"Available daily, 11am – 9pm",1970-01-01T00:00:00+08:00,2099-12-31T23:59:59+08:00,Digital Light Canvas,"10 Bayfront Ave, B2-50 The Shoppes, Marina Bay Sands, Singapore 018956","Attraction, Indoor Playground","[{""local_path"": ""events_output/event_1/images/user_uploads/Digital_Light_Canvas_1.jpg"", ""filename"": ""Digital_Light_Canvas_1.jpg"", ""original_url"": ""https://www.marinabaysands.com/attractions/digital-light-canvas.html?gclsrc=aw.ds&gad_source=1&gad_campaignid=9512250392&gbraid=0AAAAADFjxDp28yIf6W5V3z2Lvgey1Y-Sc&gclid=CjwKCAjwq9rFBhAIEiwAGVAZP6IeVw-P4w8JMkUzh3GZQBMARYw3rfNWadqgMpPYUBZlQUMNEf6CghoCWhEQAvD_BwE"", ""source_credit"": ""marinabaysands""}]",103.8600025,1.2852811,TRUE,Central Region,Downtown Core,,"digital, art"
203,ArtScience Museum at Marina Bay Sands,Marina Bay Sands,"Explore art, science, technology and culture intersection.","Explore the intersection between art, science, technology and culture at this local cultural institution. The ArtScience Museum offers a dynamic and engaging experience for visitors of all ages. Discover innovative exhibitions that blend creativity with scientific principles. Perfect for families, students, and art enthusiasts, the museum provides a unique learning environment. Immerse yourself in thought-provoking displays and interactive installations that showcase the wonders of human ingenuity. A captivating destination that inspires curiosity and fosters a deeper understanding of the world around us.",https://www.marinabaysands.com/attractions/digital-light-canvas.html?gclsrc=aw.ds&gad_source=1&gad_campaignid=9512250392&gbraid=0AAAAADFjxDp28yIf6W5V3z2Lvgey1Y-Sc&gclid=CjwKCAjwq9rFBhAIEiwAGVAZP6IeVw-P4w8JMkUzh3GZQBMARYw3rfNWadqgMpPYUBZlQUMNEf6CghoCWhEQAvD_BwE,attraction,https://www.marinabaysands.com/attractions/digital-light-canvas.html?gclsrc=aw.ds&gad_source=1&gad_campaignid=9512250392&gbraid=0AAAAADFjxDp28yIf6W5V3z2Lvgey1Y-Sc&gclid=CjwKCAjwq9rFBhAIEiwAGVAZP6IeVw-P4w8JMkUzh3GZQBMARYw3rfNWadqgMpPYUBZlQUMNEf6CghoCWhEQAvD_BwE,FALSE,From $5,From $5 - $48 (Varies according to exhibition),5,5,48,Suitable for all ages,0,99,Available daily,"Sun – Thu: 10am – 7pm, Fri – Sat: 10am – 9pm",1970-01-01T00:00:00+08:00,2099-12-31T23:59:59+08:00,ArtScience Museum,"6 Bayfront Ave, Singapore 018974",Attraction,"[{""url"": ""https://www.marinabaysands.com/content/dam/marinabaysands/attractions/digital-light-canvas/asm-1920x1080.jpg"", ""source_credit"": ""Marina Bay Sands""}]",103.8592663,1.2862738,TRUE,Central Region,Downtown Core,,"museum, exhibition, exhibit, art"
204,Sampan Rides at Marina Bay Sands Canal,Marina Bay Sands,Glide along the canal in a charming Sampan boat.,"Glide along the canal in a charming Sampan boat inspired by those that once filled the Singapore River. Sampan Rides offer a unique and relaxing way to experience the beauty of Marina Bay Sands. Perfect for families and couples, these traditional-style boats provide a gentle journey through the heart of the resort. Enjoy the stunning architecture and vibrant atmosphere as you float along the canal. A delightful activity that captures the essence of Singapore's cultural heritage and offers a memorable experience for all.",https://www.marinabaysands.com/attractions/sampan-rides.html?gclsrc=aw.ds&gad_source=1&gad_campaignid=9512250395&gbraid=0AAAAADFjxDpKkr1dm7degKz_jDoCx-8-G&gclid=Cj0KCQjw58PGBhCkARIsADbDilwilTeJXzWNmOnbNCHRf0J7yodcg_amvwqwpGfcEnF1AnC_bDW_qKAaAkY3EALw_wcB,activity,https://www.marinabaysands.com/attractions/digital-light-canvas.html?gclsrc=aw.ds&gad_source=1&gad_campaignid=9512250392&gbraid=0AAAAADFjxDp28yIf6W5V3z2Lvgey1Y-Sc&gclid=CjwKCAjwq9rFBhAIEiwAGVAZP6IeVw-P4w8JMkUzh3GZQBMARYw3rfNWadqgMpPYUBZlQUMNEf6CghoCWhEQAvD_BwE,FALSE,From $10,$10 per pax per ride,10,10,10,3 years old and above (min height 85cm),3,99,Available daily,"Available daily, 11am - 9pm",1970-01-01T00:00:00+08:00,2099-12-31T23:59:59+08:00,Sampan Rides,"10 Bayfront Ave, Level B2 The Shoppes, Marina Bay Sands, Singapore 018956","Attraction,Indoor Playground","[{'url': 'https://www.marinabaysands.com/content/dam/revamp/attractions/TicketOnlineOrder/sampan-rides-1920x1080.jpg, 'source_credit': 'Marina Bay Sands'}]",103.8592984,1.2829817,TRUE,Central Region,Downtown Core,,"ride, boat"
205,Tampines 1 Rooftop Wet and Dry playground,Tampines 1,A shopping mall with family-friendly activities.,"Up on the rooftop of Tampines 1, kids can dive into double the adventure with both wet and dry play zones. In the dry area, little ones can conquer a faux rock-climbing wall, zoom down bright slides, scramble through ladders, and discover shaded toddler corners with interactive panels and gentle rides. For those who love water, there’s a wildlife-themed wet zone full of gushing fountains, playful water jets shaped like hippos, and slides shaped like polar bears or seals—all in shallow splash zones perfect for cooling off. Shower and changing areas are nearby, making transitions easier. Whether your child wants to scale, slide, splash or chill, Tampines 1 has something for every kind of play!",https://www.tampines1.com.sg/family,activity,https://www.tampines1.com.sg/family,TRUE,Free,Free,0,0,,2 to 12 years old,2,12,Available daily,"Available daily, 10am to 10pm",1970-01-01T00:00:00+08:00,2099-12-31T23:59:59+08:00,Tampines 1,Tampines Central 1,"Mall related, Outdoor Playground","[{""local_path"": ""events_output/event_3/images/user_uploads/Tampines_1_Rooftop_Wet_and_Dry_playground_1.jpg"", ""filename"": ""Tampines_1_Rooftop_Wet_and_Dry_playground_1.jpg"", ""original_url"": ""https://www.tampines1.com.sg/family"", ""source_credit"": ""Tampines1""}, {""local_path"": ""events_output/event_3/images/user_uploads/Tampines_1_Rooftop_Wet_and_Dry_playground_2.jpg"", ""filename"": ""Tampines_1_Rooftop_Wet_and_Dry_playground_2.jpg"", ""original_url"": ""https://www.tampines1.com.sg/family"", ""source_credit"": ""Tampines1""}]",103.9450353,1.3542124,TRUE,East Region,Tampines,Water play,"Water, wet, toddler, slide, rocking horse"
206,Kids Playground at 313@somerset Sky Terrace,313@somerset,Enjoy the Kids playground at Sky Terrace!,"The Sky Terrace at 313@somerset features a dedicated kids' playground, providing a fun and safe environment for children to play and explore. Parents can relax while kids enjoy the play structures. The playground is designed for young children and offers a variety of activities to keep them entertained. It's a great place for families to spend time together while shopping or dining at 313@somerset. The playground is located on the Sky Terrace, offering a pleasant outdoor setting for families.",https://www.313somerset.com.sg/concierge/centre-services/,activity,https://www.313somerset.com.sg/concierge/centre-services/,TRUE,Free,Free,0,0,,2 to 5 years old,2,5,Available daily,"Available daily, 10am – 10pm (Fri & Sat till 11 pm)",1970-01-01T00:00:00+08:00,2099-12-31T23:59:59+08:00,313@somerset Sky Terrace,"8 Grange Rd, #04-04/05 Orchard Cineleisure, Singapore 239695","Outdoor Playground, Mall related","[{""local_path"": ""events_output/event_2/images/user_uploads/Kids_Playground_at_313_somerset_Sky_Terrace_1.jpg"", ""filename"": ""Kids_Playground_at_313_somerset_Sky_Terrace_1.jpg"", ""original_url"": ""https://www.flickr.com/photos/avlxyz/"", ""source_credit"": ""avlxyz""}]",103.8363441,1.301527,TRUE,Central Region,Orchard,,"toddler, small, slide"
